name	dist_sep	flux	flux_err	eflux	eflux_err	index	index_err	gal_pref	gal_pref_err	iso_norm	iso_norm_err	flux_ul	eflux_ul	TS
GZ587741708866289722	0.0	2.83e-14	2.67e-13	3.91e-11	5.06e-10	4.58	33.5	0.99	0.06	1.12	0.1	1.78e-11	2.47e-08	-0.0
GZ587725470135287812	0.0	3.14e-14	4.54e-13	4.52e-11	9.18e-10	4.26	44.7	1.02	0.04	0.98	0.05	1.87e-11	2.69e-08	-0.0
GZ588017110224732281	0.0	6.41e-14	3.1e-13	1.71e-10	1.69e-09	2.57	6.08	1.19	0.11	0.91	0.11	2.11e-11	5.61e-08	-0.0
GZ587731514227097753	0.0	4.56e-14	4.63e-13	8.24e-11	1.22e-09	3.23	16.18	0.91	0.02	1.17	0.05	4.28e-11	7.75e-08	-0.0
GZ587731514233258039	0.0	2.53e-14	8.78e-14	3.37e-11	1.44e-10	4.98	11.48	0.97	0.01	0.75	0.07	2.43e-11	3.24e-08	-0.0
GZ588023240205730018	0.0	3.8e-14	6.29e-13	5.69e-11	1.12e-09	4.0	35.35	1.02	0.06	1.1	0.1	3.08e-11	4.61e-08	-0.0
GZ587731174915769077	0.0	2.72e-14	2.17e-13	3.67e-11	3.41e-10	4.86	22.45	0.95	0.03	1.14	0.11	1.9e-11	2.56e-08	-0.0
GZ588010359608574109	0.0	2.55e-14	9.48e-14	3.41e-11	1.56e-10	4.96	12.15	1.1	0.04	0.86	0.07	1.46e-11	1.95e-08	-0.0
GZ587732157388947973	0.0	5.91e-14	6.17e-13	1.35e-10	1.74e-09	2.77	7.17	1.23	0.05	0.78	0.1	3.52e-11	8.03e-08	-0.0
GZ587741709954121847	0.0	6.78e-14	1.43e-12	1.61e-10	3.67e-09	2.71	6.96	1.15	0.1	1.03	0.09	3.18e-11	7.58e-08	-0.0
GZ587745539968664160	0.0	3.55e-14	3.72e-13	5.49e-11	8.75e-10	3.83	28.94	1.0	0.08	0.99	0.13	3.14e-11	4.85e-08	-0.0
GZ587741532786262145	0.0	6.9e-13	2.88e-11	1.22e-09	3.35e-08	3.3	43.37	1.15	0.01	1.04	0.01	3.91e-11	6.91e-08	0.0
RCS0310_03604	0.32	3.3e-14	2.67e-14	4.91e-11	6.11e-11	4.04	2.71	0.99	0.03	0.95	0.04	2.74e-11	4.07e-08	-0.0
GZ587730773876605232	0.0	2.99e-14	3.2e-13	4.16e-11	5.66e-10	4.54	33.04	1.01	0.04	0.98	0.1	2.03e-11	2.82e-08	-0.0
GZ587736542554947877	0.0	2.74e-14	2.39e-13	3.71e-11	3.99e-10	4.78	27.09	0.9	0.06	1.21	0.11	2.17e-11	2.94e-08	-0.0
MCG+06-21-031	0.0	2.74e-14	2.31e-13	3.76e-11	4.31e-10	4.67	30.38	1.05	0.08	0.91	0.09	2.01e-11	2.75e-08	-0.0
GZ587728677390844060	0.0	3.51e-14	6.85e-13	4.95e-11	1.06e-09	4.42	26.35	1.26	0.08	0.7	0.07	2.12e-11	2.99e-08	-0.0
MRK839	0.0	7.64e-13	2.23e-11	1.02e-09	2.97e-08	5.0	0.27	0.93	0.01	1.11	0.04	4.04e-11	5.37e-08	0.0
GZ588295841243529272	0.0	5.44e-14	2.5e-13	1.18e-10	1.09e-09	2.84	7.87	1.04	0.13	0.97	0.11	2.35e-11	5.1e-08	-0.0
GZ587732470387703859	0.0	3.68e-14	1.97e-12	4.92e-11	2.61e-09	4.94	16.54	1.01	0.05	1.05	0.08	3.65e-11	4.88e-08	-0.0
ESO384-G57	0.0	3.47e-14	4.17e-13	5.31e-11	9.77e-10	3.89	34.76	0.89	0.03	1.41	0.12	2.82e-11	4.31e-08	-0.0
MRK729	0.0	3.77e-14	3.55e-13	6.04e-11	9.13e-10	3.66	25.12	1.09	0.06	1.21	0.07	3.22e-11	5.15e-08	-0.0
GZ587738568702820588	0.0	1.22e-13	2.01e-12	1.14e-09	7.89e-08	1.82	21.09	0.87	0.01	1.3	0.01	1.82e-11	1.7e-07	-0.0
GZ588017567635865679	0.0	3.44e-14	1.56e-12	4.63e-11	2.09e-09	4.87	32.14	0.95	0.05	1.24	0.07	3.83e-11	5.16e-08	-0.0
MRK1263	0.0	2.55e-14	1.01e-13	3.42e-11	1.8e-10	4.94	15.39	1.03	0.06	1.25	0.08	1.87e-11	2.5e-08	-0.0
MRK712	0.0	2.74e-14	3.45e-13	3.76e-11	5.82e-10	4.69	40.91	1.23	0.07	0.81	0.11	4.01e-11	5.49e-08	-0.0
UN587731499721949336	0.071	2.82e-14	4.39e-14	3.91e-11	6.11e-11	4.58	1.45	0.93	0.06	1.0	0.05	1.82e-11	2.52e-08	-0.0
MRK1230	0.0	3.57e-14	8.21e-13	4.98e-11	1.14e-09	4.5	34.94	0.92	0.05	1.15	0.07	3.35e-11	4.68e-08	-0.0
GZ588015509815165044	0.0	2.8e-14	2.21e-13	3.86e-11	4.13e-10	4.62	28.06	1.09	0.08	0.94	0.12	2.09e-11	2.88e-08	-0.0
GZ587726879420121231	0.0	1.12e-13	2.68e-12	8.92e-10	7.65e-08	1.89	26.21	0.89	0.0	1.14	0.01	2.46e-11	1.96e-07	-0.0
ESO162-G10	0.0	2.6e-14	1.43e-13	3.48e-11	2.19e-10	4.94	14.29	0.98	0.02	1.11	0.07	1.77e-11	2.37e-08	-0.0
MCG+00-12-073	0.0	5.66e-14	6.35e-13	1.25e-10	2.09e-09	2.81	11.91	1.01	0.02	0.9	0.05	4.74e-11	1.05e-07	-0.0
ESO253-G31	0.0	5.8e-14	3.24e-13	1.36e-10	1.57e-09	2.73	8.79	1.0	0.04	1.04	0.08	2.47e-11	5.77e-08	-0.0
GT1237664817676484746	0.0	3.11e-14	4.21e-13	4.25e-11	5.92e-10	4.72	32.58	1.3	0.12	0.84	0.12	2.19e-11	2.99e-08	-0.0
GZ587739407329853593	0.0	1.42e-13	2.99e-12	6.45e-10	1.4e-08	2.16	2.09	0.55	0.04	1.38	0.04	2.26e-11	1.03e-07	-0.0
RCS0357_05949	0.0	3.84e-14	6.52e-13	6.11e-11	1.47e-09	3.69	36.56	0.92	0.03	1.11	0.07	3.76e-11	5.98e-08	-0.0
RCS1645_09892	0.0	2.82e-14	2.98e-13	3.88e-11	5.36e-10	4.64	33.78	1.03	0.06	1.06	0.08	1.86e-11	2.57e-08	-0.0
GZ587736941982777519	0.0	3.14e-14	3.66e-13	4.56e-11	7.64e-10	4.21	36.84	0.94	0.08	1.01	0.08	1.76e-11	2.55e-08	-0.0
GZ587734691964059874	0.0	4.78e-14	3.24e-13	9.09e-11	1.1e-09	3.11	13.11	1.0	0.06	1.03	0.11	2.92e-11	5.55e-08	-0.0
GZ587722983368687678	0.0	3.57e-14	3.22e-13	5.54e-11	7.73e-10	3.81	25.23	0.91	0.02	1.1	0.07	3.11e-11	4.82e-08	-0.0
GZ587739630899101812	0.0	8.65e-14	2.74e-13	3.96e-10	3.14e-09	2.16	2.96	0.52	0.03	1.5	0.05	2.25e-11	1.03e-07	-0.0
GZ587741602563096757	0.0	5.03e-14	3.11e-13	9.99e-11	1.04e-09	3.01	9.87	1.02	0.1	1.15	0.09	2.85e-11	5.66e-08	-0.0
GZ587726016142835881	0.0	3.65e-14	3.67e-13	5.66e-11	8.06e-10	3.81	24.56	0.69	0.05	1.44	0.06	2.71e-11	4.2e-08	-0.0
MRK930	0.0	3e-14	3.41e-13	4.23e-11	6.16e-10	4.43	34.46	1.06	0.03	0.94	0.09	3.38e-11	4.76e-08	-0.0
GT1237670965383266430	0.0	2.51e-14	2.04e-14	3.34e-11	3.62e-11	5.0	3.25	0.94	0.05	1.23	0.09	4.16e-11	5.54e-08	-0.0
GT1237667212115050866	0.0	2.73e-14	2.16e-13	3.74e-11	3.91e-10	4.69	27.2	0.94	0.05	1.18	0.1	2.63e-11	3.6e-08	-0.0
GT1237665429713780966	0.0	7.75e-14	1.53e-12	1.03e-10	2.04e-09	5.0	0.46	0.91	0.03	1.17	0.08	4.34e-11	5.77e-08	0.0
GT1237665428091240506	0.0	2.92e-14	3.01e-13	4.1e-11	5.97e-10	4.44	35.79	1.01	0.13	1.07	0.12	2.32e-11	3.26e-08	-0.0
GT1237665328779100316	0.0	3.35e-14	3.94e-13	5.03e-11	8.89e-10	3.99	35.34	0.96	0.12	1.15	0.12	2.54e-11	3.81e-08	-0.0
UN587725775071150450	0.0	2.52e-14	2.56e-14	3.35e-11	4.3e-11	5.0	3.56	1.08	0.04	0.73	0.09	1.45e-11	1.93e-08	-0.0
UN587728917909667943	0.0	8.6e-14	4.05e-13	3.78e-10	3.4e-09	2.18	3.22	1.07	0.1	1.05	0.1	1.77e-11	7.79e-08	-0.0
UN587732156319072528	0.0	4.02e-13	1.86e-11	6.24e-10	1.94e-08	3.81	76.86	1.04	0.0	1.03	0.01	4.43e-11	6.88e-08	-0.0
GT1237660669282812044	0.0	2.03e-13	1.02e-11	1.15e-09	1.13e-08	2.05	20.24	1.01	0.01	1.28	0.01	3.18e-11	1.8e-07	-0.0
UN587733442120843368	0.0	2.61e-14	1.87e-13	3.52e-11	3.27e-10	4.86	25.73	0.93	0.07	1.16	0.08	2.79e-11	3.76e-08	-0.0
GT1237656567585833094	0.0	4.88e-14	3.49e-13	9.5e-11	1.29e-09	3.05	14.43	1.04	0.04	0.84	0.1	3.41e-11	6.63e-08	-0.0
UN587734621633118397	0.0	1.22e-13	7.21e-13	1.08e-09	9.37e-09	1.85	1.87	1.0	0.05	1.06	0.07	2.06e-11	1.83e-07	-0.0
UN588017948277801097	0.0	4.17e-14	5e-13	7.04e-11	1.25e-09	3.45	24.22	1.34	0.11	0.8	0.11	2.9e-11	4.9e-08	-0.0
UN588017720640602231	0.0	2.77e-14	2.49e-13	3.77e-11	4.53e-10	4.74	34.89	1.2	0.12	0.98	0.11	1.45e-11	1.97e-08	-0.0
GT1237652946379604015	0.0	2.76e-14	2.23e-13	3.78e-11	4.07e-10	4.67	28.46	1.0	0.07	0.94	0.09	2.58e-11	3.54e-08	-0.0
GZ587739648347799668	0.0	2.97e-14	4.13e-13	4.15e-11	7.59e-10	4.48	44.71	1.03	0.06	0.99	0.08	2.98e-11	4.18e-08	-0.0
GZ587739811560095835	0.0	2.96e-14	3.65e-13	4.2e-11	7.36e-10	4.39	41.96	0.51	0.03	1.5	0.04	1.92e-11	2.72e-08	-0.0
HST07A_0223_191878	0.0	2.53e-14	6.56e-14	3.37e-11	1.07e-10	4.98	8.25	0.94	0.06	1.13	0.08	2.03e-11	2.71e-08	-0.0
GZ587738409793945765	0.0	4.91e-14	4.04e-13	9.62e-11	1.55e-09	3.04	17.09	1.0	0.06	1.25	0.08	2.44e-11	4.77e-08	-0.0
GZ587732482761424968	0.0	1.23e-13	4.01e-12	1.18e-09	1.29e-07	1.81	30.8	0.98	0.01	1.01	0.01	1.64e-11	1.58e-07	-0.0
MRK1134	0.0	2.58e-14	1.52e-13	3.46e-11	2.71e-10	4.9	22.62	1.03	0.03	1.02	0.08	2.52e-11	3.38e-08	-0.0
GZ587742573760217147	0.0	2.84e-13	1.66e-11	7.52e-10	2.01e-08	2.58	34.74	1.11	0.01	1.19	0.01	3.47e-11	9.2e-08	0.0
RCS2329_13748	0.082	5.2e-14	9.36e-14	1.08e-10	3.14e-10	2.93	2.46	0.86	0.05	1.09	0.1	4e-11	8.29e-08	-0.0
GZ588013382199869590	0.0	3.83e-14	4.69e-13	6.08e-11	9.73e-10	3.7	22.25	1.04	0.13	0.96	0.11	2.7e-11	4.29e-08	-0.0
GZ587742062692597793	0.0	4.51e-14	1.2e-12	8.11e-11	5.03e-09	3.25	100.44	0.74	0.0	1.28	0.0	3.89e-11	7e-08	-0.0
GZ587742014343872629	0.318	1.17e-13	1.92e-12	1.61e-10	2.64e-09	4.58	1.72	1.01	0.04	1.13	0.05	4.1e-11	5.67e-08	-0.0
GZ587742190448541818	0.0	2.63e-14	2.21e-13	3.56e-11	4.04e-10	4.82	32.1	0.94	0.05	1.09	0.06	2.02e-11	2.73e-08	-0.0
GZ587727944029896720	0.0	1.66e-13	2.09e-11	2.22e-10	2.61e-08	4.92	105.54	1.02	0.01	1.01	0.01	4.71e-11	6.31e-08	-0.0
GZ587741600412794976	0.0	3.62e-13	2.69e-11	9.65e-10	4.62e-08	2.57	28.79	1.27	0.01	0.93	0.01	3.87e-11	1.03e-07	0.0
GZ587729777984733257	0.0	3.16e-14	4.46e-13	4.55e-11	8.55e-10	4.25	38.56	0.91	0.02	1.1	0.08	3.99e-11	5.75e-08	-0.0
GZ587741601490337797	0.0	8.77e-13	2.84e-11	1.41e-09	5.33e-08	3.65	24.01	1.21	0.0	1.02	0.0	4.18e-11	6.7e-08	0.0
GZ587742013818405035	0.0	2.75e-14	2.59e-13	3.75e-11	4.52e-10	4.72	29.91	1.26	0.08	0.97	0.09	2.14e-11	2.92e-08	-0.0
GZ587745402001817662	0.0	4.37e-14	4.72e-13	7.7e-11	1.44e-09	3.31	24.36	1.07	0.06	0.98	0.11	3.34e-11	5.88e-08	-0.0
GZ588017702402588694	0.0	2.79e-14	2.47e-13	3.82e-11	4.3e-10	4.69	28.59	0.73	0.06	1.47	0.11	2.11e-11	2.89e-08	-0.0
GZ587739809953218756	0.0	2.72e-13	1.4e-11	3.64e-10	1.62e-08	4.91	83.84	0.67	0.0	1.67	0.01	4.04e-11	5.41e-08	-0.0
GZ588015508221133012	0.0	3.69e-14	6.18e-13	5.78e-11	1.41e-09	3.76	40.97	0.95	0.01	0.74	0.06	5.46e-11	8.56e-08	-0.0
GZ587739097520799818	0.0	5.55e-14	3.38e-13	1.23e-10	1.52e-09	2.81	10.24	1.1	0.11	1.06	0.11	2.37e-11	5.24e-08	-0.0
GZ587739809950662812	0.0	2.84e-14	2.88e-13	3.96e-11	5.6e-10	4.54	36.0	0.52	0.03	1.55	0.06	1.64e-11	2.28e-08	-0.0
GZ587730774945890826	0.0	2.83e-14	2.43e-13	3.92e-11	4.62e-10	4.57	29.88	1.04	0.03	0.94	0.09	2.07e-11	2.87e-08	-0.0
GZ587732772118855812	0.0	2.87e-14	3.89e-13	3.97e-11	7.11e-10	4.58	45.72	1.17	0.06	1.04	0.1	3.25e-11	4.5e-08	-0.0
GZ587745243089731660	0.0	2.81e-14	3.47e-13	3.89e-11	6.13e-10	4.6	37.17	1.1	0.07	0.98	0.12	3.89e-11	5.37e-08	-0.0
GT1237655465384214778	0.0	2.85e-14	1.08e-12	3.81e-11	1.46e-09	4.94	16.8	1.1	0.1	1.03	0.1	2.8e-11	3.74e-08	-0.0
GZ587729970178425007	0.0	3.33e-14	3.85e-13	4.97e-11	8.62e-10	4.01	35.09	0.91	0.02	1.06	0.09	2.88e-11	4.3e-08	-0.0
GZ587738947734339744	0.301	3.27e-14	1.67e-13	4.84e-11	6.35e-11	4.07	25.56	1.07	0.01	1.09	0.02	3.4e-11	5.03e-08	-0.0
GZ587736523760730333	0.0	3.42e-14	4.24e-13	5.18e-11	9.64e-10	3.94	36.14	0.88	0.06	1.29	0.11	3.1e-11	4.69e-08	-0.0
GZ587742015429935202	0.0	2.64e-14	2.26e-13	3.58e-11	4.05e-10	4.81	31.31	1.08	0.08	1.12	0.09	2.98e-11	4.02e-08	-0.0
GZ588017724933865623	0.0	5.78e-14	6.65e-13	1.27e-10	1.77e-09	2.83	7.94	0.91	0.05	1.36	0.06	3.3e-11	7.22e-08	-0.0
GZ587739720311373912	0.0	4.72e-14	8.4e-13	8.01e-11	1.59e-09	3.44	18.36	0.9	0.03	1.24	0.1	3.85e-11	6.52e-08	-0.0
GZ587739845917999200	0.0	4.04e-14	2.86e-13	6.77e-11	7.94e-10	3.48	17.3	0.56	0.03	1.5	0.05	2.75e-11	4.6e-08	-0.0
GZ587724242843009233	0.0	5.56e-14	1.56e-12	1.16e-10	3.5e-09	2.92	10.33	0.87	0.02	1.09	0.05	4.1e-11	8.51e-08	-0.0
GZ587727867520483562	0.402	3.32e-14	5.32e-13	4.43e-11	7.12e-10	4.95	0.49	1.02	0.04	1.07	0.09	4.57e-11	6.1e-08	-0.0
GZ587726016156074162	0.0	4.39e-14	3.8e-13	7.8e-11	1.2e-09	3.28	19.72	0.89	0.05	1.3	0.1	3.6e-11	6.4e-08	-0.0
GZ587735667453395078	0.0	3e-14	5.08e-13	4.19e-11	8.38e-10	4.51	36.87	1.3	0.11	0.89	0.11	2.74e-11	3.82e-08	-0.0
GZ588010877684678853	0.0	2.51e-14	3.43e-14	3.34e-11	4.65e-11	5.0	1.09	0.76	0.05	1.49	0.06	3.36e-11	4.46e-08	-0.0
GZ587738411399446695	0.0	4.44e-14	1.12e-12	7.06e-11	1.86e-09	3.69	25.4	1.24	0.07	0.79	0.12	3.93e-11	6.25e-08	-0.0
GZ587741726581260515	0.0	8.19e-14	1.36e-12	2.11e-10	4.89e-09	2.61	12.05	0.95	0.05	1.16	0.05	2.5e-11	6.44e-08	-0.0
GZ587742062163001597	0.0	3.31e-14	3.9e-13	4.9e-11	8.13e-10	4.07	32.89	0.88	0.04	1.34	0.1	2.92e-11	4.32e-08	-0.0
GZ587742645164114301	0.0	6.28e-14	6.88e-13	1.42e-10	1.88e-09	2.78	8.27	0.78	0.03	1.52	0.1	3.18e-11	7.17e-08	-0.0
GZ588015509822963723	0.0	3.49e-14	3.44e-13	5.33e-11	8.01e-10	3.89	28.92	0.95	0.04	1.08	0.06	2.62e-11	4e-08	-0.0
GZ587732702318690501	0.0	2.57e-14	1.35e-13	3.44e-11	2.22e-10	4.94	16.65	0.97	0.05	1.08	0.1	1.73e-11	2.31e-08	-0.0
GZ587731889502224461	0.0	2.96e-13	1.71e-11	8.13e-10	2.47e-08	2.54	28.35	1.14	0.01	0.89	0.01	2.62e-11	7.21e-08	0.0
GZ587732772134322282	0.0	6.81e-14	3.43e-13	1.99e-10	2.12e-09	2.48	5.83	0.92	0.06	1.22	0.11	2.62e-11	7.66e-08	-0.0
GZ587728919519756293	0.0	4.82e-14	1.65e-12	6.94e-11	2.27e-09	4.27	24.29	1.12	0.1	0.98	0.1	2.5e-11	3.59e-08	-0.0
GZ587739407293612265	0.0	2.54e-14	9.53e-14	3.38e-11	1.46e-10	4.97	9.61	1.07	0.06	0.94	0.11	3.03e-11	4.04e-08	-0.0
GZ587742629591777387	0.355	3.97e-14	6.33e-13	5.43e-11	8.65e-10	4.69	1.31	0.85	0.03	1.22	0.06	4.14e-11	5.67e-08	-0.0
GZ587742773484060774	0.0	2.68e-14	2.22e-13	3.61e-11	3.57e-10	4.86	24.93	1.06	0.05	1.19	0.07	2.24e-11	3.01e-08	-0.0
GZ587742060537184388	0.0	2.62e-14	1.68e-13	3.52e-11	2.89e-10	4.88	22.01	0.78	0.05	1.29	0.06	1.8e-11	2.42e-08	-0.0
GZ587739132960702768	0.0	3.27e-14	4.56e-13	4.82e-11	9.72e-10	4.1	41.53	0.66	0.04	1.32	0.07	2.57e-11	3.79e-08	-0.0
GZ587731512619827332	0.0	2.64e-14	2.43e-13	3.55e-11	3.68e-10	4.86	22.72	0.91	0.02	1.11	0.06	3.95e-11	5.31e-08	-0.0
GZ587736976343040113	0.0	1.39e-13	8.58e-12	2.24e-10	8.58e-09	3.64	101.97	0.57	0.0	1.39	0.01	4.1e-11	6.59e-08	0.0
GZ588018054578700304	0.0	2.75e-14	4.09e-13	3.7e-11	5.95e-10	4.84	23.95	1.02	0.07	0.97	0.08	2.6e-11	3.5e-08	-0.0
GZ587742191525036276	0.0	3.47e-14	3.76e-13	5.3e-11	8.81e-10	3.89	31.47	0.59	0.03	1.45	0.04	3.15e-11	4.81e-08	-0.0
GZ587742567314817079	0.0	2.78e-14	3.08e-13	3.84e-11	5.89e-10	4.61	40.18	1.04	0.06	1.0	0.1	2.61e-11	3.61e-08	-0.0
GZ587739406799601797	0.0	1.55e-12	2.5e-11	2.23e-09	3.62e-08	4.29	9.06	0.88	0.03	1.15	0.07	4.54e-11	6.51e-08	0.0
GZ588017724945006753	0.0	2.73e-14	2.36e-13	3.71e-11	4.05e-10	4.76	28.21	0.82	0.06	1.25	0.12	2.22e-11	3.01e-08	-0.0
GZ587744637488791815	0.0	3.69e-14	4.18e-13	5.78e-11	9.06e-10	3.76	24.78	0.92	0.06	1.14	0.11	3.41e-11	5.35e-08	-0.0
GZ587736478666588274	0.0	2.89e-14	2.67e-13	4.04e-11	5.26e-10	4.48	32.8	1.0	0.05	1.04	0.11	3.73e-11	5.22e-08	-0.0
GZ588015508733624402	0.0	3.09e-14	4.08e-13	4.37e-11	7.86e-10	4.4	44.65	0.94	0.07	1.06	0.11	2.34e-11	3.31e-08	-0.0
UN587738617560891532	0.0	2.84e-14	3.78e-13	3.88e-11	5.99e-10	4.7	29.41	1.19	0.11	0.93	0.11	2.78e-11	3.79e-08	-0.0
GZ588017726553718898	0.0	4.74e-13	1.84e-11	4.32e-09	1.27e-08	1.83	15.5	0.77	0.01	1.38	0.01	2.45e-11	2.24e-07	0.0
UN587732482211774494	0.0	2.55e-14	9.27e-14	3.41e-11	1.66e-10	4.94	14.38	1.42	0.11	0.76	0.1	1.51e-11	2.02e-08	-0.0
UN587734622172414111	0.0	3.61e-14	2.85e-13	5.63e-11	6.8e-10	3.78	21.24	1.14	0.07	0.83	0.08	2.65e-11	4.13e-08	-0.0
UN587733429772746870	0.0	6.79e-14	4.08e-13	1.92e-10	1.89e-09	2.51	5.08	1.05	0.09	1.07	0.1	1.9e-11	5.36e-08	-0.0
UN587733428701036685	0.0	3.44e-14	8.09e-13	4.62e-11	1.08e-09	4.9	15.62	0.99	0.08	1.12	0.09	2.43e-11	3.26e-08	-0.0
UN587733428700446825	0.0	3.44e-14	8.79e-13	5.03e-11	1.37e-09	4.16	47.07	0.97	0.08	1.16	0.09	2.99e-11	4.37e-08	-0.0
UN587733412590256220	0.0	2.57e-14	1.04e-13	3.43e-11	1.55e-10	4.96	9.38	1.29	0.12	0.86	0.11	1.51e-11	2.02e-08	-0.0
UN587733409919271068	0.0	2.81e-14	3.96e-13	3.88e-11	7.51e-10	4.61	50.81	0.7	0.05	1.34	0.06	1.71e-11	2.36e-08	-0.0
UN587733398641377333	0.0	3.16e-14	3.73e-13	4.59e-11	7.83e-10	4.19	37.29	0.95	0.07	1.08	0.09	2.24e-11	3.26e-08	-0.0
UN587733398634496159	0.0	2.51e-14	1.67e-14	3.34e-11	2.59e-11	5.0	1.77	1.17	0.08	0.92	0.08	2.59e-11	3.45e-08	-0.0
UN587733080277844144	0.0	3.3e-14	3.25e-13	4.91e-11	7.14e-10	4.05	29.62	1.44	0.12	0.71	0.11	1.96e-11	2.92e-08	-0.0
UN587732484908581018	0.0	4.27e-14	5.96e-13	6.74e-11	1.14e-09	3.72	23.62	0.99	0.07	1.02	0.08	2.21e-11	3.49e-08	-0.0
UN587739377242538007	0.0	2.67e-14	2.5e-13	3.61e-11	4.17e-10	4.81	29.58	1.15	0.08	0.86	0.09	2.94e-11	3.98e-08	-0.0
UN587732482221801570	0.0	3.85e-14	2.27e-12	5.14e-11	3.02e-09	4.96	11.45	1.15	0.08	0.85	0.08	2.82e-11	3.76e-08	-0.0
GZ587725552811573397	0.0	7.54e-13	5.02e-12	1e-09	6.71e-09	5.0	0.26	1.06	0.03	0.9	0.06	4.02e-11	5.35e-08	0.0
UN587732135382155266	0.0	2.54e-14	1.07e-13	3.38e-11	1.54e-10	4.98	8.05	1.12	0.12	0.91	0.11	2.55e-11	3.4e-08	-0.0
GZ587739708491497658	0.125	3.44e-14	2.37e-13	5.22e-11	6.16e-10	3.92	27.54	0.93	0.01	1.1	0.03	3.97e-11	6.03e-08	-0.0
UN587732054317662477	0.0	2.61e-14	1.59e-13	3.51e-11	2.84e-10	4.87	22.93	0.98	0.06	1.07	0.08	1.38e-11	1.86e-08	-0.0
UN587732048950525968	0.0	1.21e-13	3.81e-12	6.82e-10	1.04e-08	2.05	23.05	1.03	0.01	0.94	0.01	1.68e-11	9.45e-08	-0.0
UN587731873386004514	0.0	1.83e-13	2.99e-11	2.43e-10	4.06e-08	5.0	35.16	1.06	0.01	0.97	0.01	4.51e-11	6e-08	-0.0
UN587728668801695911	0.0	3.02e-14	4.07e-13	4.14e-11	6.11e-10	4.68	32.97	1.08	0.05	0.88	0.1	2.64e-11	3.62e-08	-0.0
UN587729232523100204	0.0	3.62e-14	1.5e-12	5.65e-11	3.84e-09	3.77	130.56	0.91	0.0	1.15	0.0	3.98e-11	6.22e-08	-0.0
UN587734622174773454	0.0	6.36e-14	2.95e-13	1.67e-10	1.46e-09	2.59	5.4	0.92	0.11	1.05	0.11	2.55e-11	6.7e-08	-0.0
UN587733411529097395	0.0	2.61e-14	1.63e-13	3.5e-11	2.56e-10	4.91	17.35	0.79	0.05	1.28	0.06	2.03e-11	2.72e-08	-0.0
UN587733442129363497	0.0	2.53e-14	1.11e-13	3.36e-11	1.48e-10	5.0	0.35	1.04	0.03	0.89	0.05	2.73e-11	3.64e-08	-0.0
UN587735665301979191	0.0	5.75e-14	1.04e-12	1.11e-10	2.2e-09	3.06	10.23	1.24	0.11	0.9	0.11	2.55e-11	4.94e-08	-0.0
UN587739157655191657	0.0	2.74e-14	2.43e-13	3.75e-11	4.41e-10	4.71	31.34	1.23	0.09	0.76	0.09	1.79e-11	2.44e-08	-0.0
UN587739131343012034	0.0	1.24e-13	1.28e-12	1.15e-09	8.16e-08	1.83	24.57	0.91	0.01	1.06	0.01	1.91e-11	1.77e-07	-0.0
UN587738947749019723	0.427	2.55e-14	1.3e-13	3.41e-11	2.34e-10	4.94	20.2	1.17	0.07	0.88	0.07	1.73e-11	2.31e-08	-0.0
UN587737808497147946	0.0	2.68e-14	3.74e-13	3.6e-11	5.24e-10	4.88	25.49	0.97	0.04	1.05	0.09	3.61e-11	4.86e-08	-0.0
UN587738947205398614	0.0	9.82e-14	1.91e-12	5.81e-10	4.68e-08	2.02	29.63	1.12	0.01	0.89	0.01	1.62e-11	9.6e-08	-0.0
UN587738616485118085	0.0	3.35e-14	4.09e-13	5.01e-11	9.12e-10	4.0	36.3	1.32	0.1	0.81	0.11	2.08e-11	3.12e-08	-0.0
UN587738615950082157	0.0	2.82e-14	3.09e-13	3.88e-11	5.55e-10	4.63	36.32	1.28	0.11	0.82	0.12	2.56e-11	3.52e-08	-0.0
UN587738574070677637	0.0	4.25e-14	8.6e-13	6.9e-11	1.55e-09	3.6	22.53	0.91	0.11	1.13	0.1	2.96e-11	4.81e-08	-0.0
UN587738196660650160	0.0	3.06e-14	6.46e-13	4.29e-11	1.17e-09	4.47	69.44	1.03	0.02	0.84	0.05	3.24e-11	4.54e-08	-0.0
UN587738067273384160	0.0	2.67e-14	2.24e-13	3.62e-11	4.08e-10	4.79	31.31	1.07	0.03	0.88	0.07	1.61e-11	2.18e-08	-0.0
UN587737810103238971	0.0	4.1e-14	1.6e-12	6.28e-11	2.52e-09	3.88	34.83	1.06	0.03	0.82	0.08	4.18e-11	6.39e-08	-0.0
UN587736899037233218	0.0	2.85e-14	5.6e-13	3.84e-11	7.75e-10	4.88	30.42	0.92	0.03	0.97	0.06	3.31e-11	4.45e-08	-0.0
UN587736586039328973	0.0	3.45e-14	3.96e-13	4.87e-11	6.16e-10	4.41	38.56	0.82	0.08	1.13	0.08	1.71e-11	2.42e-08	-0.0
UN587736975268774128	0.0	1.69e-13	4.25e-12	6e-10	1.53e-08	2.32	2.45	0.49	0.03	1.51	0.05	2.72e-11	9.63e-08	-0.0
UN587736752469705045	0.0	2.82e-14	2.33e-13	3.92e-11	4.52e-10	4.56	29.55	0.95	0.03	0.88	0.07	2.02e-11	2.81e-08	-0.0
UN587736752467280171	0.0	2.66e-14	2.82e-13	3.57e-11	4.12e-10	4.9	19.45	0.8	0.04	1.2	0.06	2.46e-11	3.3e-08	-0.0
