                       name  dist_sep          flux      flux_err         eflux     eflux_err  index  index_err  gal_pref  gal_pref_err  iso_norm  iso_norm_err       flux_ul      eflux_ul     TS
1355          MCG+05-06-015     0.000  1.400000e-12  1.030000e-11  1.460000e-08  1.110000e-07   1.78       0.44      0.99          0.03      1.18          0.09  2.370000e-11  2.470000e-07   0.02
1356   GZ587739827677560868     0.000  4.700000e-12  3.240000e-11  7.400000e-09  5.260000e-08   3.74       3.37      0.85          0.03      1.41          0.10  5.850000e-11  9.200000e-08   0.02
1357  GT1237666301627924604     0.000  2.880000e-12  2.090000e-11  1.010000e-08  7.440000e-08   2.33       0.69      0.93          0.02      1.08          0.06  4.230000e-11  1.480000e-07   0.02
1358   GZ588848900449960237     0.000  3.910000e-12  2.580000e-11  5.200000e-09  3.450000e-08   5.00       0.04      0.69          0.04      1.44          0.07  4.940000e-11  6.570000e-08   0.02
1359   UN587738067263422797     0.000  3.330000e-12  2.690000e-11  4.430000e-09  3.590000e-08   5.00       0.52      1.07          0.03      0.83          0.09  4.920000e-11  6.550000e-08   0.02
1360   GZ587730817895563467     0.000  3.350000e-12  2.710000e-11  4.470000e-09  3.620000e-08   4.98       0.34      1.01          0.04      0.95          0.09  4.990000e-11  6.660000e-08   0.02
1361          MCG-04-01-002     0.000  1.860000e-12  1.280000e-11  8.420000e-09  5.920000e-08   2.17       0.64      1.05          0.12      0.87          0.13  2.760000e-11  1.250000e-07   0.02
1362   GZ587739647281856644     0.000  9.970000e-13  2.720000e-11  1.260000e-08  8.920000e-08   1.71       7.65      1.15          0.02      0.99          0.01  1.590000e-11  2.010000e-07   0.02
1363   GZ587745245235839082     0.000  2.540000e-12  3.000000e-11  3.710000e-09  4.520000e-08   4.16       5.85      1.08          0.06      1.00          0.11  4.970000e-11  7.260000e-08   0.01
1364   UN587739376168468608     0.000  3.980000e-13  1.630000e-11  6.380000e-09  9.880000e-08   1.62       9.38      1.07          0.02      0.94          0.02  1.440000e-11  2.310000e-07   0.01
1365   UN587734622178246807     0.000  9.080000e-13  3.450000e-11  1.590000e-09  6.980000e-08   3.33      18.79      1.04          0.00      0.92          0.00  3.730000e-11  6.520000e-08   0.01
1366   UN587736620396380239     0.000  1.630000e-12  2.010000e-11  3.400000e-09  4.290000e-08   2.91       1.84      0.88          0.04      1.12          0.06  3.720000e-11  7.760000e-08   0.01
1367   GZ587739706332807204     0.000  1.080000e-12  2.960000e-11  1.650000e-09  2.650000e-08   3.88      62.42      0.51          0.01      1.50          0.01  3.950000e-11  6.040000e-08   0.01
1368   UN587739506084741297     0.000  1.240000e-12  9.510000e-12  1.650000e-09  1.270000e-08   5.00       0.44      0.97          0.14      1.07          0.13  5.360000e-11  7.130000e-08   0.01
1369   GZ587739629557907538     0.000  2.700000e-12  2.390000e-11  3.590000e-09  3.190000e-08   5.00       0.39      0.64          0.03      1.39          0.07  4.390000e-11  5.840000e-08   0.01
1370                  MRK20     0.000  1.640000e-12  3.440000e-11  6.860000e-09  3.890000e-08   2.21       9.52      0.97          0.01      0.96          0.01  2.690000e-11  1.120000e-07   0.01
1371   GZ587739098599719015     0.000  1.080000e-12  4.160000e-11  5.350000e-09  9.000000e-08   2.11      11.85      1.36          0.02      0.79          0.01  2.340000e-11  1.160000e-07   0.01
1372   GZ587742903404462226     0.000  2.130000e-12  2.580000e-11  2.830000e-09  3.450000e-08   5.00       0.07      0.91          0.05      1.14          0.09  4.520000e-11  6.020000e-08   0.01
1373   GZ587739407838478543     0.000  2.990000e-12  2.170000e-11  3.980000e-09  2.890000e-08   4.99       1.04      0.89          0.05      1.20          0.07  4.250000e-11  5.670000e-08   0.01
1374  GT1237651252024377492     0.000  1.220000e-12  1.220000e-11  6.030000e-09  6.190000e-08   2.12       0.73      1.01          0.03      0.95          0.05  2.480000e-11  1.230000e-07   0.01
1375          RCS0310_04512     0.000  1.080000e-12  1.150000e-11  5.160000e-09  5.630000e-08   2.14       0.84      0.99          0.04      0.91          0.08  2.660000e-11  1.270000e-07   0.01
1376   UN587725469588390315     0.000  1.950000e-12  1.790000e-11  6.930000e-09  6.610000e-08   2.32       1.15      1.10          0.05      0.79          0.11  3.550000e-11  1.260000e-07   0.01
1377   GZ587736783607955684     0.000  5.170000e-13  2.060000e-11  9.740000e-10  1.920000e-08   3.13      49.10      0.88          0.00      0.97          0.01  3.620000e-11  6.810000e-08   0.01
1378   GZ587725816955601040     0.000  9.060000e-13  8.570000e-12  6.680000e-09  6.510000e-08   1.92       0.59      1.08          0.10      1.02          0.10  1.860000e-11  1.370000e-07   0.01
1379   UN588017720640012438     0.000  2.070000e-12  2.080000e-11  3.990000e-09  4.150000e-08   3.08       1.96      1.24          0.12      0.96          0.11  3.630000e-11  6.980000e-08   0.01
1380   GZ587745244160590040     0.000  3.200000e-12  2.760000e-11  4.260000e-09  3.680000e-08   5.00       0.06      1.14          0.06      0.89          0.11  5.080000e-11  6.750000e-08   0.01
1381   GZ588017605235769572     0.000  2.600000e-14  1.660000e-13  3.480000e-11  2.540000e-10   4.92      16.79      0.52          0.05      1.41          0.06  2.220000e-11  2.980000e-08  -0.00
1382   GZ587742189914882223     0.000  5.880000e-14  5.360000e-13  1.330000e-10  1.780000e-09   2.78       8.77      0.61          0.03      1.49          0.05  2.710000e-11  6.160000e-08  -0.00
1383          RCS2338_14263     0.347  2.540000e-14  1.630000e-13  3.390000e-11  2.890000e-10   4.96      25.28      1.03          0.09      0.87          0.11  2.380000e-11  3.170000e-08  -0.00
1384   GZ587742629601018027     0.000  5.460000e-14  1.370000e-12  1.180000e-10  8.200000e-09   2.85      73.43      0.82          0.00      1.43          0.01  4.340000e-11  9.380000e-08  -0.00
1385   GZ587742189907476557     0.000  3.800000e-14  3.960000e-13  6.100000e-11  1.030000e-09   3.64      27.59      0.86          0.05      1.24          0.05  2.020000e-11  3.250000e-08  -0.00
1386   GZ587739132416557387     0.000  2.650000e-14  2.350000e-13  3.560000e-11  3.610000e-10   4.90      23.31      0.93          0.11      1.05          0.10  2.170000e-11  2.910000e-08  -0.00
1387   UN587733429234630699     0.000  2.540000e-14  9.680000e-14  3.380000e-11  1.390000e-10   4.98       6.97      1.00          0.09      1.12          0.09  2.360000e-11  3.140000e-08  -0.00
1388  GT1237652600110383327     0.000  1.140000e-13  2.010000e-12  9.380000e-10  6.590000e-08   1.88      22.09      0.82          0.01      1.33          0.01  2.420000e-11  1.990000e-07  -0.00
1389   GZ588023721781887082     0.000  2.710000e-14  2.240000e-13  3.660000e-11  3.600000e-10   4.82      23.81      0.53          0.04      1.91          0.07  2.150000e-11  2.910000e-08  -0.00
1390   GZ587742775098605575     0.000  3.030000e-14  3.210000e-13  4.330000e-11  6.500000e-10   4.32      34.67      0.82          0.05      1.32          0.07  2.640000e-11  3.780000e-08  -0.00
1391   GZ587730775491084577     0.000  3.580000e-14  5.940000e-13  5.490000e-11  1.330000e-09   3.86      43.04      1.00          0.04      0.83          0.11  3.530000e-11  5.420000e-08  -0.00
1392   GZ587742863673393296     0.000  3.060000e-14  4.000000e-13  4.270000e-11  6.670000e-10   4.50      35.77      1.07          0.05      1.20          0.06  2.750000e-11  3.840000e-08  -0.00
1393   GZ587738951496171572     0.000  5.740000e-14  3.590000e-13  1.320000e-10  1.600000e-09   2.76       9.24      0.91          0.10      1.05          0.09  2.520000e-11  5.800000e-08  -0.00
1394   GZ588023670245818376     0.000  1.790000e-13  1.370000e-11  6.400000e-10  2.070000e-08   2.32      31.90      0.77          0.01      1.36          0.01  3.620000e-11  1.290000e-07  -0.00
1395   GZ587732702324588705     0.000  2.710000e-14  2.350000e-13  3.700000e-11  4.350000e-10   4.72      31.92      1.07          0.05      0.97          0.08  1.850000e-11  2.520000e-08  -0.00
1396   GZ587742592547356762     0.000  2.730000e-14  2.140000e-13  3.720000e-11  3.760000e-10   4.74      26.67      0.83          0.05      1.28          0.10  1.920000e-11  2.610000e-08  -0.00
1397          RCS0357_05239     0.017  2.840000e-14  5.170000e-13  3.880000e-11  7.090000e-10   4.70       1.19      0.86          0.03      1.17          0.07  4.180000e-11  5.710000e-08  -0.00
1398   GZ587732772655202442     0.219  1.450000e-13  2.250000e-12  1.990000e-10  3.080000e-09   4.70       1.20      1.16          0.06      1.05          0.10  4.950000e-11  6.770000e-08  -0.00
1399   GZ587742013820698806     0.000  1.160000e-13  4.590000e-12  9.870000e-10  1.300000e-07   1.86      38.14      0.70          0.01      1.42          0.01  1.880000e-11  1.600000e-07  -0.00
1400   GZ587741708883329048     0.000  5.230000e-14  3.240000e-13  1.090000e-10  1.300000e-09   2.92      11.09      1.38          0.11      0.85          0.12  2.450000e-11  5.090000e-08  -0.00
1401   GZ587739407292826071     0.000  5.220000e-14  1.320000e-12  9.210000e-11  2.440000e-09   3.30      15.19      0.98          0.05      1.10          0.11  4.040000e-11  7.120000e-08  -0.00
1402   GZ587742593621295281     0.000  1.090000e-13  2.210000e-12  7.820000e-10  6.910000e-08   1.93      29.99      0.77          0.00      1.42          0.01  2.090000e-11  1.500000e-07  -0.00
1403   GZ587742611881066738     0.000  2.720000e-14  2.590000e-13  3.720000e-11  4.860000e-10   4.69      35.35      0.89          0.04      1.20          0.10  1.650000e-11  2.260000e-08  -0.00
1404   GZ587736543623446530     0.000  2.620000e-14  1.940000e-13  3.530000e-11  3.550000e-10   4.84      28.66      0.75          0.06      1.39          0.11  2.350000e-11  3.170000e-08  -0.00
1405   GZ587739380997554532     0.000  3.490000e-14  4.590000e-13  5.250000e-11  9.210000e-10   3.98      34.96      0.98          0.04      1.00          0.11  3.750000e-11  5.630000e-08  -0.00
1406   GZ587736919432233118     0.000  3.310000e-14  3.990000e-13  4.900000e-11  8.610000e-10   4.08      37.10      0.93          0.03      1.00          0.06  2.450000e-11  3.620000e-08  -0.00
1407   GZ587725817484869711     0.000  3.150000e-14  4.200000e-13  4.560000e-11  8.620000e-10   4.21      41.03      1.13          0.06      0.79          0.07  2.340000e-11  3.390000e-08  -0.00
1408   GZ587735043078291580     0.000  2.740000e-14  2.890000e-13  3.750000e-11  5.050000e-10   4.71      34.86      1.08          0.05      0.96          0.07  2.830000e-11  3.870000e-08  -0.00
1409   GZ587739609712361602     0.000  2.550000e-14  1.000000e-13  3.410000e-11  1.590000e-10   4.96      11.53      0.41          0.03      1.54          0.04  1.860000e-11  2.480000e-08  -0.00
1410   GZ587739608637374540     0.000  1.100000e-13  2.510000e-12  3.840000e-10  9.020000e-09   2.34       3.09      0.44          0.03      1.51          0.04  2.400000e-11  8.340000e-08  -0.00
1411   GZ587742903400136763     0.000  1.110000e-13  3.040000e-12  8.690000e-10  8.060000e-08   1.90      27.91      0.85          0.01      1.25          0.01  2.230000e-11  1.750000e-07  -0.00
1412   J154203.84+000536.68     0.070  2.890000e-14  1.160000e-13  4.040000e-11  1.580000e-10   4.51       1.83      0.93          0.01      1.31          0.08  5.610000e-11  7.840000e-08  -0.00
1413   GZ587735743688343785     0.000  5.530000e-14  2.330000e-13  1.220000e-10  1.060000e-09   2.81       7.25      0.84          0.04      1.18          0.06  2.580000e-11  5.700000e-08  -0.00
1414   GZ587742015430328403     0.000  5.050000e-14  4.180000e-13  1.010000e-10  1.550000e-09   3.00      15.40      0.97          0.07      1.21          0.08  2.780000e-11  5.550000e-08  -0.00
1415   GZ588017726006362198     0.000  2.750000e-14  2.920000e-13  3.780000e-11  5.540000e-10   4.65      39.04      0.93          0.04      1.38          0.06  1.860000e-11  2.560000e-08  -0.00
1416   GZ588017730836889660     0.000  2.730000e-14  2.240000e-13  3.680000e-11  3.520000e-10   4.83      22.92      0.92          0.05      1.13          0.09  2.030000e-11  2.740000e-08  -0.00
1417   GZ587728309640298625     0.000  4.640000e-14  1.200000e-12  8.170000e-11  2.280000e-09   3.31      15.15      0.98          0.04      1.29          0.07  4.660000e-11  8.200000e-08  -0.00
1418   GZ587730817359675553     0.000  1.160000e-13  2.630000e-12  1.000000e-09  7.770000e-08   1.86      22.65      1.02          0.00      0.93          0.01  2.350000e-11  2.030000e-07  -0.00
1419   GZ587742775629643791     0.000  2.620000e-14  1.500000e-13  3.500000e-11  2.270000e-10   4.94      14.11      1.09          0.06      1.19          0.06  1.680000e-11  2.250000e-08  -0.00
1420   GZ587726031712288881     0.000  1.950000e-13  2.420000e-12  3.240000e-09  1.090000e-07   1.61      16.57      0.73          0.01      1.39          0.01  1.200000e-11  1.980000e-07  -0.00
1421   GZ587722982828474648     0.000  1.270000e-13  2.550000e-12  6.560000e-10  1.380000e-08   2.09       2.36      0.91          0.04      1.17          0.09  3.040000e-11  1.580000e-07  -0.00
1422   GZ587731873919861213     0.000  5.570000e-14  4.370000e-13  1.210000e-10  1.600000e-09   2.84      10.66      1.04          0.04      1.04          0.09  2.980000e-11  6.470000e-08  -0.00
1423   GZ588007006315282558     0.000  1.280000e-13  2.350000e-12  6.710000e-10  1.290000e-08   2.09       1.97      1.05          0.03      0.90          0.05  1.880000e-11  9.840000e-08  -0.00
1424   GZ588017991240188220     0.000  1.070000e-13  3.110000e-13  7.290000e-10  4.100000e-08   1.96      24.21      0.87          0.00      1.24          0.01  2.760000e-11  1.870000e-07  -0.00
1425   GZ587732701781164251     0.000  5.830000e-14  3.430000e-13  1.370000e-10  1.740000e-09   2.72       9.52      0.98          0.05      1.05          0.10  3.440000e-11  8.110000e-08  -0.00
1426   GZ587726879426150545     0.000  3.840000e-14  4.960000e-13  6.170000e-11  1.120000e-09   3.64      27.32      1.20          0.06      0.75          0.08  3.850000e-11  6.190000e-08  -0.00
1427   GZ587732771594960992     0.000  3.200000e-14  4.860000e-13  4.670000e-11  1.030000e-09   4.16      48.14      0.91          0.05      1.14          0.09  3.150000e-11  4.590000e-08  -0.00
1428   GZ587741421640286384     0.000  5.980000e-14  8.680000e-13  1.290000e-10  3.720000e-09   2.86      28.08      0.92          0.06      1.16          0.10  2.670000e-11  5.750000e-08  -0.00
1429   GZ587726014543298781     0.000  2.990000e-14  3.450000e-13  4.260000e-11  7.010000e-10   4.35      38.83      0.91          0.05      1.13          0.10  2.410000e-11  3.430000e-08  -0.00
1430   GZ587737809566761021     0.000  4.630000e-14  1.300000e-12  6.770000e-11  1.810000e-09   4.15      27.60      1.08          0.03      0.76          0.08  3.250000e-11  4.760000e-08  -0.00
1431   GZ587734621636591777     0.000  2.560000e-14  1.690000e-13  3.410000e-11  2.320000e-10   4.98       7.76      1.10          0.10      0.89          0.10  2.570000e-11  3.420000e-08  -0.00
1432   GZ587732772110401704     0.000  2.860000e-14  2.960000e-13  3.980000e-11  5.750000e-10   4.53      36.49      0.99          0.05      1.01          0.11  2.030000e-11  2.830000e-08  -0.00
1433   GZ587735349107228722     0.000  3.530000e-14  4.300000e-13  5.430000e-11  1.030000e-09   3.84      34.88      1.16          0.06      1.10          0.07  2.790000e-11  4.300000e-08  -0.00
1434   GZ587742566779388071     0.000  3.310000e-14  4.650000e-13  4.870000e-11  9.830000e-10   4.11      42.86      1.05          0.06      1.01          0.11  2.360000e-11  3.480000e-08  -0.00
1435   GZ587739406265417749     0.000  1.160000e-13  2.200000e-12  9.970000e-10  7.520000e-08   1.86      23.38      0.97          0.00      0.97          0.01  2.380000e-11  2.040000e-07  -0.00
1436   GZ587741490908561596     0.388  2.840000e-14  4.270000e-13  3.880000e-11  5.850000e-10   4.70       1.19      1.13          0.09      1.03          0.09  3.260000e-11  4.460000e-08  -0.00
1437   GZ587729160051687460     0.430  3.510000e-14  5.240000e-13  4.820000e-11  7.190000e-10   4.67       1.32      0.89          0.02      1.27          0.06  5.160000e-11  7.070000e-08  -0.00
1438   GZ587729386611343418     0.000  5.720000e-14  3.370000e-13  1.310000e-10  1.490000e-09   2.76       8.64      0.97          0.13      0.98          0.12  2.420000e-11  5.570000e-08  -0.00
1439   GZ588297865263317144     0.000  5.370000e-14  2.130000e-12  7.810000e-11  2.860000e-09   4.19      32.90      0.96          0.12      1.11          0.10  2.750000e-11  4.000000e-08  -0.00
1440   GZ587728310170222637     0.000  1.210000e-13  1.820000e-13  1.060000e-09  5.410000e-08   1.85      20.55      1.23          0.01      0.90          0.01  2.160000e-11  1.890000e-07  -0.00
1441   GZ587741816788877393     0.000  2.600000e-14  1.430000e-13  3.480000e-11  2.380000e-10   4.90      17.68      1.33          0.09      0.88          0.08  2.030000e-11  2.720000e-08  -0.00
1442   GZ587736477051584650     0.000  2.670000e-14  1.990000e-13  3.610000e-11  3.630000e-10   4.79      27.86      0.93          0.06      1.12          0.12  1.690000e-11  2.290000e-08  -0.00
1443   GZ587738066196037641     0.000  4.880000e-14  3.280000e-13  9.480000e-11  1.180000e-09   3.06      13.04      1.08          0.04      0.93          0.08  3.080000e-11  5.980000e-08  -0.00
1444   GZ587734304345489625     0.000  2.610000e-14  1.720000e-13  3.520000e-11  3.130000e-10   4.85      25.47      0.99          0.04      1.00          0.09  2.520000e-11  3.400000e-08  -0.00
1445   GZ587742773490221144     0.000  2.540000e-14  7.160000e-14  3.380000e-11  1.110000e-10   4.98       7.72      0.92          0.05      1.16          0.09  1.450000e-11  1.940000e-08  -0.00
1446   GZ587732049479467226     0.000  4.450000e-14  5.980000e-13  7.280000e-11  1.230000e-09   3.56      22.85      1.03          0.06      0.99          0.08  2.420000e-11  3.960000e-08  -0.00
1447   GZ587739707406221454     0.000  2.580000e-14  1.310000e-13  3.460000e-11  2.310000e-10   4.91      19.13      0.57          0.05      1.44          0.05  1.490000e-11  2.000000e-08  -0.00
1448   GZ587738409798991913     0.434  3.110000e-14  1.780000e-14  4.500000e-11  3.930000e-11   4.23       2.33      1.11          0.04      1.12          0.05  2.490000e-11  3.600000e-08  -0.00
1449   GZ587741708866289722     0.000  2.830000e-14  2.670000e-13  3.910000e-11  5.060000e-10   4.58      33.50      0.99          0.06      1.12          0.10  1.780000e-11  2.470000e-08  -0.00
1450   GZ587725470135287812     0.000  3.140000e-14  4.540000e-13  4.520000e-11  9.180000e-10   4.26      44.70      1.02          0.04      0.98          0.05  1.870000e-11  2.690000e-08  -0.00
1451   GZ588017110224732281     0.000  6.410000e-14  3.100000e-13  1.710000e-10  1.690000e-09   2.57       6.08      1.19          0.11      0.91          0.11  2.110000e-11  5.610000e-08  -0.00
1452   GZ587731514227097753     0.000  4.560000e-14  4.630000e-13  8.240000e-11  1.220000e-09   3.23      16.18      0.91          0.02      1.17          0.05  4.280000e-11  7.750000e-08  -0.00
1453   GZ587731514233258039     0.000  2.530000e-14  8.780000e-14  3.370000e-11  1.440000e-10   4.98      11.48      0.97          0.01      0.75          0.07  2.430000e-11  3.240000e-08  -0.00
1454   GZ588023240205730018     0.000  3.800000e-14  6.290000e-13  5.690000e-11  1.120000e-09   4.00      35.35      1.02          0.06      1.10          0.10  3.080000e-11  4.610000e-08  -0.00
1455   GZ587731174915769077     0.000  2.720000e-14  2.170000e-13  3.670000e-11  3.410000e-10   4.86      22.45      0.95          0.03      1.14          0.11  1.900000e-11  2.560000e-08  -0.00
1456   GZ588010359608574109     0.000  2.550000e-14  9.480000e-14  3.410000e-11  1.560000e-10   4.96      12.15      1.10          0.04      0.86          0.07  1.460000e-11  1.950000e-08  -0.00
1457   GZ587732157388947973     0.000  5.910000e-14  6.170000e-13  1.350000e-10  1.740000e-09   2.77       7.17      1.23          0.05      0.78          0.10  3.520000e-11  8.030000e-08  -0.00
1458   GZ587741709954121847     0.000  6.780000e-14  1.430000e-12  1.610000e-10  3.670000e-09   2.71       6.96      1.15          0.10      1.03          0.09  3.180000e-11  7.580000e-08  -0.00
1459   GZ587745539968664160     0.000  3.550000e-14  3.720000e-13  5.490000e-11  8.750000e-10   3.83      28.94      1.00          0.08      0.99          0.13  3.140000e-11  4.850000e-08  -0.00
1460   GZ587741532786262145     0.000  6.900000e-13  2.880000e-11  1.220000e-09  3.350000e-08   3.30      43.37      1.15          0.01      1.04          0.01  3.910000e-11  6.910000e-08   0.00
1461          RCS0310_03604     0.320  3.300000e-14  2.670000e-14  4.910000e-11  6.110000e-11   4.04       2.71      0.99          0.03      0.95          0.04  2.740000e-11  4.070000e-08  -0.00
1462   GZ587730773876605232     0.000  2.990000e-14  3.200000e-13  4.160000e-11  5.660000e-10   4.54      33.04      1.01          0.04      0.98          0.10  2.030000e-11  2.820000e-08  -0.00
1463   GZ587736542554947877     0.000  2.740000e-14  2.390000e-13  3.710000e-11  3.990000e-10   4.78      27.09      0.90          0.06      1.21          0.11  2.170000e-11  2.940000e-08  -0.00
1464          MCG+06-21-031     0.000  2.740000e-14  2.310000e-13  3.760000e-11  4.310000e-10   4.67      30.38      1.05          0.08      0.91          0.09  2.010000e-11  2.750000e-08  -0.00
1465   GZ587728677390844060     0.000  3.510000e-14  6.850000e-13  4.950000e-11  1.060000e-09   4.42      26.35      1.26          0.08      0.70          0.07  2.120000e-11  2.990000e-08  -0.00
1466                 MRK839     0.000  7.640000e-13  2.230000e-11  1.020000e-09  2.970000e-08   5.00       0.27      0.93          0.01      1.11          0.04  4.040000e-11  5.370000e-08   0.00
1467   GZ588295841243529272     0.000  5.440000e-14  2.500000e-13  1.180000e-10  1.090000e-09   2.84       7.87      1.04          0.13      0.97          0.11  2.350000e-11  5.100000e-08  -0.00
1468   GZ587732470387703859     0.000  3.680000e-14  1.970000e-12  4.920000e-11  2.610000e-09   4.94      16.54      1.01          0.05      1.05          0.08  3.650000e-11  4.880000e-08  -0.00
1469             ESO384-G57     0.000  3.470000e-14  4.170000e-13  5.310000e-11  9.770000e-10   3.89      34.76      0.89          0.03      1.41          0.12  2.820000e-11  4.310000e-08  -0.00
1470                 MRK729     0.000  3.770000e-14  3.550000e-13  6.040000e-11  9.130000e-10   3.66      25.12      1.09          0.06      1.21          0.07  3.220000e-11  5.150000e-08  -0.00
1471   GZ587738568702820588     0.000  1.220000e-13  2.010000e-12  1.140000e-09  7.890000e-08   1.82      21.09      0.87          0.01      1.30          0.01  1.820000e-11  1.700000e-07  -0.00
1472   GZ588017567635865679     0.000  3.440000e-14  1.560000e-12  4.630000e-11  2.090000e-09   4.87      32.14      0.95          0.05      1.24          0.07  3.830000e-11  5.160000e-08  -0.00
1473                MRK1263     0.000  2.550000e-14  1.010000e-13  3.420000e-11  1.800000e-10   4.94      15.39      1.03          0.06      1.25          0.08  1.870000e-11  2.500000e-08  -0.00
1474                 MRK712     0.000  2.740000e-14  3.450000e-13  3.760000e-11  5.820000e-10   4.69      40.91      1.23          0.07      0.81          0.11  4.010000e-11  5.490000e-08  -0.00
1475   UN587731499721949336     0.071  2.820000e-14  4.390000e-14  3.910000e-11  6.110000e-11   4.58       1.45      0.93          0.06      1.00          0.05  1.820000e-11  2.520000e-08  -0.00
1476                MRK1230     0.000  3.570000e-14  8.210000e-13  4.980000e-11  1.140000e-09   4.50      34.94      0.92          0.05      1.15          0.07  3.350000e-11  4.680000e-08  -0.00
1477   GZ588015509815165044     0.000  2.800000e-14  2.210000e-13  3.860000e-11  4.130000e-10   4.62      28.06      1.09          0.08      0.94          0.12  2.090000e-11  2.880000e-08  -0.00
1478   GZ587726879420121231     0.000  1.120000e-13  2.680000e-12  8.920000e-10  7.650000e-08   1.89      26.21      0.89          0.00      1.14          0.01  2.460000e-11  1.960000e-07  -0.00
1479             ESO162-G10     0.000  2.600000e-14  1.430000e-13  3.480000e-11  2.190000e-10   4.94      14.29      0.98          0.02      1.11          0.07  1.770000e-11  2.370000e-08  -0.00
1480          MCG+00-12-073     0.000  5.660000e-14  6.350000e-13  1.250000e-10  2.090000e-09   2.81      11.91      1.01          0.02      0.90          0.05  4.740000e-11  1.050000e-07  -0.00
1481             ESO253-G31     0.000  5.800000e-14  3.240000e-13  1.360000e-10  1.570000e-09   2.73       8.79      1.00          0.04      1.04          0.08  2.470000e-11  5.770000e-08  -0.00
1482  GT1237664817676484746     0.000  3.110000e-14  4.210000e-13  4.250000e-11  5.920000e-10   4.72      32.58      1.30          0.12      0.84          0.12  2.190000e-11  2.990000e-08  -0.00
1483   GZ587739407329853593     0.000  1.420000e-13  2.990000e-12  6.450000e-10  1.400000e-08   2.16       2.09      0.55          0.04      1.38          0.04  2.260000e-11  1.030000e-07  -0.00
1484          RCS0357_05949     0.000  3.840000e-14  6.520000e-13  6.110000e-11  1.470000e-09   3.69      36.56      0.92          0.03      1.11          0.07  3.760000e-11  5.980000e-08  -0.00
1485          RCS1645_09892     0.000  2.820000e-14  2.980000e-13  3.880000e-11  5.360000e-10   4.64      33.78      1.03          0.06      1.06          0.08  1.860000e-11  2.570000e-08  -0.00
1486   GZ587736941982777519     0.000  3.140000e-14  3.660000e-13  4.560000e-11  7.640000e-10   4.21      36.84      0.94          0.08      1.01          0.08  1.760000e-11  2.550000e-08  -0.00
1487   GZ587734691964059874     0.000  4.780000e-14  3.240000e-13  9.090000e-11  1.100000e-09   3.11      13.11      1.00          0.06      1.03          0.11  2.920000e-11  5.550000e-08  -0.00
1488   GZ587722983368687678     0.000  3.570000e-14  3.220000e-13  5.540000e-11  7.730000e-10   3.81      25.23      0.91          0.02      1.10          0.07  3.110000e-11  4.820000e-08  -0.00
1489   GZ587739630899101812     0.000  8.650000e-14  2.740000e-13  3.960000e-10  3.140000e-09   2.16       2.96      0.52          0.03      1.50          0.05  2.250000e-11  1.030000e-07  -0.00
1490   GZ587741602563096757     0.000  5.030000e-14  3.110000e-13  9.990000e-11  1.040000e-09   3.01       9.87      1.02          0.10      1.15          0.09  2.850000e-11  5.660000e-08  -0.00
1491   GZ587726016142835881     0.000  3.650000e-14  3.670000e-13  5.660000e-11  8.060000e-10   3.81      24.56      0.69          0.05      1.44          0.06  2.710000e-11  4.200000e-08  -0.00
1492                 MRK930     0.000  3.000000e-14  3.410000e-13  4.230000e-11  6.160000e-10   4.43      34.46      1.06          0.03      0.94          0.09  3.380000e-11  4.760000e-08  -0.00
1493  GT1237670965383266430     0.000  2.510000e-14  2.040000e-14  3.340000e-11  3.620000e-11   5.00       3.25      0.94          0.05      1.23          0.09  4.160000e-11  5.540000e-08  -0.00
1494  GT1237667212115050866     0.000  2.730000e-14  2.160000e-13  3.740000e-11  3.910000e-10   4.69      27.20      0.94          0.05      1.18          0.10  2.630000e-11  3.600000e-08  -0.00
1495  GT1237665429713780966     0.000  7.750000e-14  1.530000e-12  1.030000e-10  2.040000e-09   5.00       0.46      0.91          0.03      1.17          0.08  4.340000e-11  5.770000e-08   0.00
1496  GT1237665428091240506     0.000  2.920000e-14  3.010000e-13  4.100000e-11  5.970000e-10   4.44      35.79      1.01          0.13      1.07          0.12  2.320000e-11  3.260000e-08  -0.00
1497  GT1237665328779100316     0.000  3.350000e-14  3.940000e-13  5.030000e-11  8.890000e-10   3.99      35.34      0.96          0.12      1.15          0.12  2.540000e-11  3.810000e-08  -0.00
1498   UN587725775071150450     0.000  2.520000e-14  2.560000e-14  3.350000e-11  4.300000e-11   5.00       3.56      1.08          0.04      0.73          0.09  1.450000e-11  1.930000e-08  -0.00
1499   UN587728917909667943     0.000  8.600000e-14  4.050000e-13  3.780000e-10  3.400000e-09   2.18       3.22      1.07          0.10      1.05          0.10  1.770000e-11  7.790000e-08  -0.00
1500   UN587732156319072528     0.000  4.020000e-13  1.860000e-11  6.240000e-10  1.940000e-08   3.81      76.86      1.04          0.00      1.03          0.01  4.430000e-11  6.880000e-08  -0.00
1501  GT1237660669282812044     0.000  2.030000e-13  1.020000e-11  1.150000e-09  1.130000e-08   2.05      20.24      1.01          0.01      1.28          0.01  3.180000e-11  1.800000e-07  -0.00
1502   UN587733442120843368     0.000  2.610000e-14  1.870000e-13  3.520000e-11  3.270000e-10   4.86      25.73      0.93          0.07      1.16          0.08  2.790000e-11  3.760000e-08  -0.00
